,dest,intermediate_location,payload,src,transhipment_path,veh_type,verb
912,IXRB,,13500,DELH,,2,ADD
975,HYDH,,13500,NDAH,,2,ADD
907,BLRH,,13500,PNQH,,2,ADD
789,CCUH,,13500,DELH,,2,ADD
988,KNPH,,13500,NDAH,,2,ADD
928,NAGH,,13500,BOMH,,2,ADD
868,SXVF,,7500,BLRH,,2,ADD
925,IDRH,,13500,BOMH,,2,ADD
888,HYDH,,13500,BOMH,,2,ADD
752,BLRH,,7500,HYDH,,2,ADD
698,AMCH,,8200,LUHB,,2,ADD
864,NAGH,,7500,IDRH,,2,ADD
699,AMCH,,13500,LUHB,,2,ADD
893,JAIH,,13500,DELH,,2,ADD
1031,AMCH,,7500,PNPF,,2,ADD
986,AGRB,,8200,DELH,,2,ADD
648,AMCH,,13500,MAAH,,2,ADD
940,KNPH,,13500,DELH,,2,ADD
711,AMDH,,7500,VPIH,,2,ADD
886,DELH,,13500,NDAH,,2,ADD
542,BOMH,,8200,VPIH,,2,ADD
617,DELH,,13500,BLRH,,1,ADD
997,MAAH,,13500,NDAH,,1,ADD
1017,CCUH,,13500,BOMH,,1,ADD
939,BLRH,,13500,NDAH,,1,ADD
791,CCUH,,13500,BLRH,,1,ADD
910,IXRB,,13500,BLRH,,1,ADD
707,AMCH,,13500,BLRH,,1,ADD
891,KNPH,,13500,BLRH,,1,ADD
1041,MAAH,,13500,AMCH,,1,ADD
1042,MAAH,,13500,AMCH,,1,ADD
839,MAAH,,13500,DELH,,1,ADD
473,DELH,,13500,CJBH,,1,ADD
960,MAAH,,13500,AMDH,,1,ADD
557,MAAH,,13500,CCUH,,1,ADD
1012,CCUH,,13500,PNQH,,1,ADD
682,AMDH,,13500,CCUH,,1,ADD
481,AMDH,,13500,BLRH,,1,ADD
1050,MAAH,,13500,BOMH,,1,ADD
708,PNQH,,13500,AMCH,,1,ADD
903,BLRH,,13500,DELH,,1,ADD
640,BOMH,,8200,IXRB,,1,ADD
796,CJBH,,13500,PNQH,,1,ADD
913,CCUH,,13500,NDAH,,1,ADD
532,DELH,,13500,CCUH,,1,ADD
587,PNQH,,13500,KNPH,,1,ADD
936,COKB,,13500,BOMH,,1,ADD
702,AMCH,,13500,BOMH,,1,ADD
719,PNQH,,13500,MAAH,,1,ADD
908,BLRH,,13500,VPIH,,1,ADD
961,NDAH,,13500,BOMH,,1,ADD
973,KNPH,,13500,BOMH,,1,ADD
813,JAIH,,13500,BOMH,,1,ADD
1044,HYDH,,13500,DELH,,1,ADD
662,DELH,,13500,SILB,,1,ADD
974,PNQH,,13500,NDAH,,1,ADD
728,BLRH,,13500,BOMH,,1,ADD
1007,NAGH,,13500,DELH,,1,ADD
646,HYDH,,13500,CCUH,,1,ADD
965,SXVF,,13500,BOMH,,1,ADD
508,BOMH,,13500,DELH,,1,ADD
1005,PNQH,,13500,AMDH,,1,ADD
448,PNQH,,13500,BGMH,,1,ADD
461,BOMH,,13500,BLRH,,1,ADD
743,HYDH,,13500,BOMH,,1,ADD
663,CCUH,,13500,SILB,,1,ADD
869,VZAH,,13500,BOMH,,1,ADD
657,MAAH,,13500,AGRB,,1,ADD
1016,AMDH,,13500,NDAH,,1,ADD
846,BBIH,,13500,NAGH,,1,ADD
480,PNQH,,13500,DELH,,1,ADD
795,PNQH,,13500,NAGH,,1,ADD
643,BOMH,,13500,MAAH,,1,ADD
799,SILB,,8200,CCUH,,1,ADD
809,PATH,,13500,BOMH,,1,ADD
1047,BLRH,,13500,IDRH,,1,ADD
597,DELH,,13500,VPIH,,1,ADD
505,AMDH,,8200,JAIH,,1,ADD
568,DELH,,13500,MAAH,,1,ADD
759,DELH,,13500,PNQH,,1,ADD
601,DELH,,13500,BOMH,,1,ADD
1008,NAGH,,13500,VPIH,,1,ADD
862,AMDH,,13500,DELH,,1,ADD
1009,HYDH,,13500,PNQH,,1,ADD
860,PNQH,,13500,IDRH,,1,ADD
765,AMDH,,13500,BOMH,,1,ADD
1033,KNPH,,13500,AMCH,,1,ADD
552,HYDH,,13500,NAGH,,1,ADD
450,BLRH,,7500,HYDH,,1,ADD
483,PNQH,,13500,BLRH,,1,ADD
937,NAGH,,13500,BOMH,,1,ADD
930,AMDH,,13500,BOMH,,1,ADD
683,DELH,,13500,AMDH,,1,ADD
810,BGMH,,7500,BOMH,,1,ADD
555,IDRH,,13500,HYDH,,1,ADD
741,BLRH,,13500,PNQH,,1,ADD
818,CJBH,,13500,BLRH,,1,ADD
924,IDRH,,13500,AMDH,,1,ADD
764,VPIH,,7500,AMDH,,1,ADD
451,BGMH,,7500,BLRH,,1,ADD
905,MAAH,,7500,HYDH,,1,ADD
474,DELH,,13500,KNPH,,1,ADD
572,BLRH,,13500,COKB,,1,ADD
488,KNPH,,8200,RDPF,,1,ADD
661,BOMH,,13500,DELH,,1,ADD
604,IXRB,,8200,PATH,,1,ADD
653,DELH,,13500,KNPH,,1,ADD
547,MAAH,,8200,COKB,,1,ADD
693,AMCH,,13500,HDRB,,1,ADD
605,DELH,,13500,HDRB,,1,ADD
717,MAAH,,7500,SXVF,,1,ADD
1046,NAGH,,13500,IDRH,,1,ADD
985,AGRB,,8200,KNPH,,1,ADD
490,BOMH,,7500,VPIH,,1,ADD
651,NDAH,,7500,AGRB,,1,ADD
1015,DELH,,13500,IDRH,,1,ADD
533,KNPH,,7500,PATH,,1,ADD
452,BOMH,,7500,SNRH,,1,ADD
957,VZAH,,8200,MAAH,,1,ADD
904,BLRH,,8200,MAAH,,1,ADD
958,CCUH,,5200,IXRB,,1,ADD
720,BLRH,,13500,MAAH,,1,ADD
531,PNQH,,7500,BOMH,,1,ADD
705,DELH,,13500,AMCH,,1,ADD
504,BOMH,,13500,BLRH,,1,ADD
690,AMCH,,8200,LUHB,,1,ADD
748,VZAH,,8200,HYDH,,1,ADD
517,NDAH,,13500,DELH,,1,ADD
689,DELH,,8200,LUHB,,1,ADD
566,NDAH,,7500,RDPF,,1,ADD
672,PNQH,,7500,VPIH,,1,ADD
523,HYDH,,8200,VZAH,,1,ADD
697,DELH,,7500,IXCB,,1,ADD
803,SNRH,,7500,PNQH,,1,ADD
619,BLRH,,13500,KNPH,,1,ADD
692,AMCH,,7500,LUHB,,1,ADD
691,AMCH,,7500,LUHB,,1,ADD
713,NDAH,,13500,AMCH,,1,ADD
1035,AMCH,,13500,DELH,,1,ADD
427,BOMH,,7500,PNQH,,1,ADD
897,PNQH,,7500,BOMH,,1,ADD
431,SXVF,,5200,CJBH,,1,ADD
852,COKB,,7500,CJBH,,1,ADD
999,CCUH,,13500,DELH,,1,ADD
990,MAAH,,8200,BLRH,,1,ADD
704,DELH,,13500,AMCH,,1,ADD
1032,AMCH,,8200,NDAH,,1,ADD
894,JAIH,,13500,DELH,,1,ADD
694,AMCH,,7500,IXCB,,1,ADD
435,BOMH,,7500,PNQH,,1,ADD
695,AMCH,,7500,PNPF,,1,ADD
650,DELH,,7500,AGRB,,1,ADD
0,CCUH,BBIH,13500,BLRH,,1,INS
1,IXRB,VZAH,13500,BLRH,,1,INS
2,IXRB,BBIH,13500,BLRH,,1,INS
3,NDAH,HYDH,13500,BLRH,,1,INS
4,KNPH,HYDH,13500,BLRH,,1,INS
5,BLRH,BBIH,13500,CCUH,,1,INS
6,BLRH,HYDH,13500,KNPH,,1,INS
7,BLRH,BBIH,13500,IXRB,,1,INS
8,BLRH,VZAH,13500,IXRB,,1,INS
9,BOMH,NAGH,13500,CCUH,,1,INS
10,MAAH,HYDH,13500,AMCH,,1,INS
11,MAAH,HYDH,13500,AMCH,,1,INS
12,AMCH,HYDH,13500,MAAH,,1,INS
13,DELH,SXVF,13500,CJBH,,1,INS
14,DELH,BLRH,13500,CJBH,,1,INS
15,DELH,JAIH,13500,CJBH,,1,INS
16,MAAH,HYDH,13500,AMDH,,1,INS
17,MAAH,BBIH,13500,CCUH,,1,INS
18,MAAH,VZAH,13500,CCUH,,1,INS
19,AMDH,HYDH,13500,MAAH,,1,INS
20,CCUH,NAGH,13500,PNQH,,1,INS
21,AMDH,IXRB,13500,CCUH,,1,INS
22,PNQH,SNRH,13500,AMCH,,1,INS
23,AMCH,SNRH,13500,PNQH,,1,INS
24,CCUH,IXRB,13500,AMDH,,1,INS
25,CJBH,SXVF,13500,PNQH,,1,INS
26,CCUH,VZAH,13500,MAAH,,1,INS
27,DELH,KNPH,13500,CCUH,,1,INS
28,PNQH,SXVF,13500,CJBH,,1,INS
29,PNQH,BLRH,13500,CJBH,,1,INS
30,PNQH,SNRH,13500,KNPH,,1,INS
31,KNPH,SNRH,13500,PNQH,,1,INS
32,COKB,CJBH,13500,BOMH,,1,INS
33,PNQH,HYDH,13500,MAAH,,1,INS
34,BOMH,IDRH,13500,AMCH,,1,INS
35,BLRH,BGMH,13500,VPIH,,1,INS
36,NDAH,IXRB,13500,CCUH,,1,INS
37,KNPH,IDRH,13500,BOMH,,1,INS
38,BOMH,IDRH,13500,KNPH,,1,INS
39,BOMH,CJBH,13500,COKB,,1,INS
40,BOMH,SXVF,13500,COKB,,1,INS
41,DELH,PATH,13500,SILB,,1,INS
42,PNQH,IDRH,13500,NDAH,,1,INS
43,PNQH,SNRH,13500,NDAH,,1,INS
44,HYDH,VZAH,13500,CCUH,,1,INS
45,CCUH,VZAH,13500,HYDH,,1,INS
46,SXVF,BLRH,13500,BOMH,,1,INS
47,DELH,IDRH,13500,NAGH,,1,INS
48,NDAH,SNRH,13500,PNQH,,1,INS
49,BOMH,BGMH,13500,BLRH,,1,INS
50,VZAH,HYDH,13500,BOMH,,1,INS
51,MAAH,HYDH,13500,AGRB,,1,INS
52,BOMH,HYDH,13500,MAAH,,1,INS
53,BOMH,HYDH,13500,VZAH,,1,INS
54,BLRH,HYDH,13500,IDRH,,1,INS
55,AMDH,UDRF,8200,JAIH,,1,INS
56,VPIH,IDRH,13500,DELH,,1,INS
57,DELH,HYDH,13500,MAAH,,1,INS
58,DELH,JAIH,13500,MAAH,,1,INS
59,DELH,SNRH,13500,PNQH,,1,INS
60,AGRB,HYDH,13500,MAAH,,1,INS
61,AGRB,KNPH,13500,MAAH,,1,INS
62,BOMH,BLRH,13500,SXVF,,1,INS
63,PNQH,SNRH,13500,DELH,,1,INS
64,JAIH,UDRF,8200,AMDH,,1,INS
65,SILB,PATH,13500,DELH,,1,INS
66,PNQH,SNRH,13500,IDRH,,1,INS
67,CJBH,SXVF,13500,DELH,,1,INS
68,KNPH,AGRB,13500,AMCH,,1,INS
69,IDRH,SNRH,13500,PNQH,,1,INS
70,BOMH,KNPH,13500,PATH,,1,INS
71,IDRH,HYDH,13500,BLRH,,1,INS
72,BOMH,JAIH,13500,DELH,,1,INS
73,DELH,AGRB,13500,KNPH,,1,INS
74,KNPH,AGRB,13500,DELH,,1,INS
75,COKB,SXVF,8200,MAAH,,1,INS
76,MAAH,HYDH,13500,BOMH,,1,INS
77,DELH,JAIH,13500,IDRH,,1,INS
78,BOMH,HYDH,13500,BLRH,,1,INS
79,DELH,AMCH,8200,LUHB,,1,INS
80,PNQH,BOMH,7500,VPIH,,1,INS
81,MAAH,HYDH,13500,DELH,,1,INS
82,DELH,AMCH,7500,IXCB,,1,INS
83,IXCB,AMCH,7500,DELH,,1,INS
84,VPIH,BOMH,7500,PNQH,,1,INS
85,BLRH,HYDH,13500,KNPH,,1,INS
86,KNPH,HYDH,13500,BLRH,,1,INS
87,LUHB,AMCH,8200,DELH,,1,INS
88,CCUH,KNPH,13500,DELH,,2,INS
89,AMCH,HYDH,13500,MAAH,,2,INS
0,RDPF,,,AMDH,"['AMDH', 'NDAH', 'RDPF']",,MAK
1,IXRB,,,AMDH,"['AMDH', 'IXRB']",,MAK
2,BBIH,,,AMDH,"['AMDH', 'IXRB', 'BBIH']",,MAK
4,IXCB,,,AMDH,"['AMDH', 'DELH', 'IXCB']",,MAK
6,AMCH,,,AMDH,"['AMDH', 'DELH', 'AMCH']",,MAK
7,AMCH,,,AMDH,"['AMDH', 'DELH', 'AMCH', 'AMCH']",,MAK
8,LUHB,,,AMDH,"['AMDH', 'DELH', 'LUHB']",,MAK
9,HDRB,,,AMDH,"['AMDH', 'DELH', 'HDRB']",,MAK
11,PATH,,,AMDH,"['AMDH', 'DELH', 'PATH']",,MAK
13,VZAH,,,AMDH,"['AMDH', 'BOMH', 'VZAH']",,MAK
14,CJBH,,,AMDH,"['AMDH', 'BOMH', 'CJBH']",,MAK
15,CCUH,,,AMDH,"['AMDH', 'CCUH']",,MAK
16,COKB,,,AMDH,"['AMDH', 'BOMH', 'COKB']",,MAK
17,KNPH,,,AMDH,"['AMDH', 'NDAH', 'KNPH']",,MAK
19,SXVF,,,AMDH,"['AMDH', 'BOMH', 'SXVF']",,MAK
20,NAGH,,,AMDH,"['AMDH', 'IDRH', 'NAGH']",,MAK
21,BGMH,,,AMDH,"['AMDH', 'PNQH', 'BGMH']",,MAK
22,SNRH,,,AMDH,"['AMDH', 'PNQH', 'SNRH']",,MAK
23,AGRB,,,AMDH,"['AMDH', 'DELH', 'AGRB']",,MAK
24,UDRF,,,AMDH,"['AMDH', 'UDRF']",,MAK
25,BLRH,,,AMDH,"['AMDH', 'BLRH']",,MAK
26,BOMH,,,AMDH,"['AMDH', 'BOMH']",,MAK
27,HYDH,,,AMDH,"['AMDH', 'HYDH']",,MAK
28,IDRH,,,AMDH,"['AMDH', 'IDRH']",,MAK
30,JAIH,,,AMDH,"['AMDH', 'JAIH']",,MAK
31,MAAH,,,AMDH,"['AMDH', 'MAAH']",,MAK
32,DELH,,,AMDH,"['AMDH', 'DELH']",,MAK
33,NDAH,,,AMDH,"['AMDH', 'NDAH']",,MAK
34,PNPF,,,AMDH,"['AMDH', 'DELH', 'AMCH', 'AMCH', 'PNPF']",,MAK
35,PNQH,,,AMDH,"['AMDH', 'PNQH']",,MAK
36,VPIH,,,AMDH,"['AMDH', 'VPIH']",,MAK
37,SILB,,,AMDH,"['AMDH', 'CCUH', 'SILB']",,MAK
39,RDPF,,,VZAH,"['VZAH', 'HYDH', 'KNPH', 'RDPF']",,MAK
40,IXCB,,,VZAH,"['VZAH', 'HYDH', 'AMCH', 'AMCH', 'IXCB']",,MAK
42,AMCH,,,VZAH,"['VZAH', 'HYDH', 'AMCH']",,MAK
43,AMCH,,,VZAH,"['VZAH', 'HYDH', 'AMCH', 'AMCH']",,MAK
44,LUHB,,,VZAH,"['VZAH', 'HYDH', 'AMCH', 'AMCH', 'LUHB']",,MAK
45,HDRB,,,VZAH,"['VZAH', 'HYDH', 'AMCH', 'AMCH', 'HDRB']",,MAK
47,UDRF,,,VZAH,"['VZAH', 'HYDH', 'AMDH', 'UDRF']",,MAK
51,JAIH,,,VZAH,"['VZAH', 'HYDH', 'JAIH']",,MAK
52,VPIH,,,VZAH,"['VZAH', 'BOMH', 'VPIH']",,MAK
53,SNRH,,,VZAH,"['VZAH', 'HYDH', 'PNQH', 'SNRH']",,MAK
54,AGRB,,,VZAH,"['VZAH', 'HYDH', 'KNPH', 'AGRB']",,MAK
55,KNPH,,,VZAH,"['VZAH', 'HYDH', 'KNPH']",,MAK
56,AMDH,,,VZAH,"['VZAH', 'HYDH', 'AMDH']",,MAK
57,BOMH,,,VZAH,"['VZAH', 'BOMH']",,MAK
58,CJBH,,,VZAH,"['VZAH', 'BLRH', 'CJBH']",,MAK
59,COKB,,,VZAH,"['VZAH', 'BLRH', 'COKB']",,MAK
61,IDRH,,,VZAH,"['VZAH', 'HYDH', 'IDRH']",,MAK
62,SXVF,,,VZAH,"['VZAH', 'BLRH', 'SXVF']",,MAK
63,NAGH,,,VZAH,"['VZAH', 'HYDH', 'NAGH']",,MAK
64,DELH,,,VZAH,"['VZAH', 'HYDH', 'DELH']",,MAK
65,NDAH,,,VZAH,"['VZAH', 'HYDH', 'NDAH']",,MAK
66,BGMH,,,VZAH,"['VZAH', 'BLRH', 'BGMH']",,MAK
67,PNPF,,,VZAH,"['VZAH', 'HYDH', 'AMCH', 'AMCH', 'PNPF']",,MAK
68,PNQH,,,VZAH,"['VZAH', 'HYDH', 'PNQH']",,MAK
69,PATH,,,VZAH,"['VZAH', 'IXRB', 'PATH']",,MAK
70,BLRH,,,VZAH,"['VZAH', 'BLRH']",,MAK
71,CCUH,,,VZAH,"['VZAH', 'CCUH']",,MAK
72,HYDH,,,VZAH,"['VZAH', 'HYDH']",,MAK
73,IXRB,,,VZAH,"['VZAH', 'IXRB']",,MAK
74,MAAH,,,VZAH,"['VZAH', 'MAAH']",,MAK
75,BBIH,,,VZAH,"['VZAH', 'BBIH']",,MAK
76,SILB,,,VZAH,"['VZAH', 'IXRB', 'CCUH', 'SILB']",,MAK
78,RDPF,,,BLRH,"['BLRH', 'KNPH', 'RDPF']",,MAK
80,UDRF,,,BLRH,"['BLRH', 'AMDH', 'UDRF']",,MAK
81,IXCB,,,BLRH,"['BLRH', 'AMCH', 'AMCH', 'IXCB']",,MAK
85,AMCH,,,BLRH,"['BLRH', 'AMCH']",,MAK
87,AMCH,,,BLRH,"['BLRH', 'AMCH', 'AMCH']",,MAK
88,NAGH,,,BLRH,"['BLRH', 'HYDH', 'NAGH']",,MAK
89,LUHB,,,BLRH,"['BLRH', 'AMCH', 'AMCH', 'LUHB']",,MAK
90,HDRB,,,BLRH,"['BLRH', 'AMCH', 'AMCH', 'HDRB']",,MAK
91,SNRH,,,BLRH,"['BLRH', 'PNQH', 'SNRH']",,MAK
93,AGRB,,,BLRH,"['BLRH', 'KNPH', 'AGRB']",,MAK
94,PATH,,,BLRH,"['BLRH', 'IXRB', 'PATH']",,MAK
95,KNPH,,,BLRH,"['BLRH', 'KNPH']",,MAK
96,AMDH,,,BLRH,"['BLRH', 'AMDH']",,MAK
97,VZAH,,,BLRH,"['BLRH', 'VZAH']",,MAK
98,BOMH,,,BLRH,"['BLRH', 'BOMH']",,MAK
99,CJBH,,,BLRH,"['BLRH', 'CJBH']",,MAK
100,CCUH,,,BLRH,"['BLRH', 'CCUH']",,MAK
101,COKB,,,BLRH,"['BLRH', 'COKB']",,MAK
102,HYDH,,,BLRH,"['BLRH', 'HYDH']",,MAK
103,IDRH,,,BLRH,"['BLRH', 'IDRH']",,MAK
104,SXVF,,,BLRH,"['BLRH', 'SXVF']",,MAK
105,JAIH,,,BLRH,"['BLRH', 'JAIH']",,MAK
106,IXRB,,,BLRH,"['BLRH', 'IXRB']",,MAK
107,MAAH,,,BLRH,"['BLRH', 'MAAH']",,MAK
108,DELH,,,BLRH,"['BLRH', 'DELH']",,MAK
109,NDAH,,,BLRH,"['BLRH', 'NDAH']",,MAK
110,BGMH,,,BLRH,"['BLRH', 'BGMH']",,MAK
111,BBIH,,,BLRH,"['BLRH', 'BBIH']",,MAK
112,PNPF,,,BLRH,"['BLRH', 'AMCH', 'AMCH', 'PNPF']",,MAK
113,PNQH,,,BLRH,"['BLRH', 'PNQH']",,MAK
114,VPIH,,,BLRH,"['BLRH', 'VPIH']",,MAK
115,SILB,,,BLRH,"['BLRH', 'IXRB', 'PATH', 'SILB']",,MAK
117,RDPF,,,BOMH,"['BOMH', 'KNPH', 'RDPF']",,MAK
118,UDRF,,,BOMH,"['BOMH', 'AMDH', 'UDRF']",,MAK
119,VZAH,,,BOMH,"['BOMH', 'VZAH']",,MAK
120,CJBH,,,BOMH,"['BOMH', 'CJBH']",,MAK
121,IXCB,,,BOMH,"['BOMH', 'AMCH', 'AMCH', 'IXCB']",,MAK
122,COKB,,,BOMH,"['BOMH', 'COKB']",,MAK
126,AMCH,,,BOMH,"['BOMH', 'AMCH']",,MAK
127,SXVF,,,BOMH,"['BOMH', 'SXVF']",,MAK
128,AMCH,,,BOMH,"['BOMH', 'NDAH', 'AMCH', 'AMCH']",,MAK
129,IXRB,,,BOMH,"['BOMH', 'IXRB']",,MAK
130,BGMH,,,BOMH,"['BOMH', 'BGMH']",,MAK
131,LUHB,,,BOMH,"['BOMH', 'AMCH', 'AMCH', 'LUHB']",,MAK
132,HDRB,,,BOMH,"['BOMH', 'DELH', 'HDRB']",,MAK
133,BBIH,,,BOMH,"['BOMH', 'NAGH', 'BBIH']",,MAK
135,AGRB,,,BOMH,"['BOMH', 'DELH', 'AGRB']",,MAK
136,AMDH,,,BOMH,"['BOMH', 'AMDH']",,MAK
137,BLRH,,,BOMH,"['BOMH', 'BLRH']",,MAK
138,CCUH,,,BOMH,"['BOMH', 'CCUH']",,MAK
140,KNPH,,,BOMH,"['BOMH', 'KNPH']",,MAK
141,HYDH,,,BOMH,"['BOMH', 'HYDH']",,MAK
142,IDRH,,,BOMH,"['BOMH', 'IDRH']",,MAK
144,JAIH,,,BOMH,"['BOMH', 'JAIH']",,MAK
145,MAAH,,,BOMH,"['BOMH', 'MAAH']",,MAK
146,NAGH,,,BOMH,"['BOMH', 'NAGH']",,MAK
147,DELH,,,BOMH,"['BOMH', 'DELH']",,MAK
149,PNPF,,,BOMH,"['BOMH', 'AMCH', 'AMCH', 'PNPF']",,MAK
150,PNQH,,,BOMH,"['BOMH', 'PNQH']",,MAK
151,VPIH,,,BOMH,"['BOMH', 'VPIH']",,MAK
152,SNRH,,,BOMH,"['BOMH', 'SNRH']",,MAK
153,PATH,,,BOMH,"['BOMH', 'PATH']",,MAK
154,SILB,,,BOMH,"['BOMH', 'PATH', 'SILB']",,MAK
156,RDPF,,,CJBH,"['CJBH', 'SXVF', 'MAAH', 'MAAH', 'KNPH', 'RDPF']",,MAK
158,UDRF,,,CJBH,"['CJBH', 'BLRH', 'AMDH', 'UDRF']",,MAK
159,IXCB,,,CJBH,"['CJBH', 'BLRH', 'AMCH', 'AMCH', 'IXCB']",,MAK
163,AMCH,,,CJBH,"['CJBH', 'BLRH', 'AMCH']",,MAK
165,AMCH,,,CJBH,"['CJBH', 'BLRH', 'AMCH', 'AMCH']",,MAK
166,NAGH,,,CJBH,"['CJBH', 'BLRH', 'HYDH', 'NAGH']",,MAK
167,LUHB,,,CJBH,"['CJBH', 'BLRH', 'AMCH', 'AMCH', 'LUHB']",,MAK
168,HDRB,,,CJBH,"['CJBH', 'BLRH', 'AMCH', 'AMCH', 'HDRB']",,MAK
169,SNRH,,,CJBH,"['CJBH', 'PNQH', 'SNRH']",,MAK
171,AGRB,,,CJBH,"['CJBH', 'SXVF', 'MAAH', 'MAAH', 'KNPH', 'AGRB']",,MAK
172,PATH,,,CJBH,"['CJBH', 'BLRH', 'IXRB', 'PATH']",,MAK
173,KNPH,,,CJBH,"['CJBH', 'SXVF', 'MAAH', 'MAAH', 'KNPH']",,MAK
174,AMDH,,,CJBH,"['CJBH', 'BLRH', 'AMDH']",,MAK
175,VZAH,,,CJBH,"['CJBH', 'BLRH', 'VZAH']",,MAK
176,BOMH,,,CJBH,"['CJBH', 'BOMH']",,MAK
177,CCUH,,,CJBH,"['CJBH', 'BLRH', 'VZAH', 'CCUH']",,MAK
178,HYDH,,,CJBH,"['CJBH', 'BLRH', 'HYDH']",,MAK
179,IDRH,,,CJBH,"['CJBH', 'BLRH', 'IDRH']",,MAK
180,JAIH,,,CJBH,"['CJBH', 'JAIH']",,MAK
181,IXRB,,,CJBH,"['CJBH', 'BLRH', 'IXRB']",,MAK
182,MAAH,,,CJBH,"['CJBH', 'SXVF', 'MAAH']",,MAK
183,DELH,,,CJBH,"['CJBH', 'DELH']",,MAK
184,NDAH,,,CJBH,"['CJBH', 'BLRH', 'NDAH']",,MAK
185,BGMH,,,CJBH,"['CJBH', 'BLRH', 'BGMH']",,MAK
186,BBIH,,,CJBH,"['CJBH', 'BLRH', 'BBIH']",,MAK
187,PNPF,,,CJBH,"['CJBH', 'BLRH', 'AMCH', 'AMCH', 'PNPF']",,MAK
188,PNQH,,,CJBH,"['CJBH', 'PNQH']",,MAK
189,VPIH,,,CJBH,"['CJBH', 'BLRH', 'VPIH']",,MAK
190,BLRH,,,CJBH,"['CJBH', 'BLRH']",,MAK
191,COKB,,,CJBH,"['CJBH', 'COKB']",,MAK
192,SXVF,,,CJBH,"['CJBH', 'SXVF']",,MAK
193,SILB,,,CJBH,"['CJBH', 'BLRH', 'IXRB', 'PATH', 'SILB']",,MAK
195,AMDH,,,CCUH,"['CCUH', 'AMDH']",,MAK
196,VZAH,,,CCUH,"['CCUH', 'VZAH']",,MAK
