,dest,intermediate_location,payload,src,transhipment_path,veh_type,verb
1178,AMCH,,,BBIH,"['BBIH', 'NAGH', 'DELH', 'AMCH']",,MAK
1179,UDRF,,,BBIH,"['BBIH', 'IXRB', 'AMDH', 'UDRF']",,MAK
1180,AMDH,,,BBIH,"['BBIH', 'IXRB', 'AMDH']",,MAK
1181,JAIH,,,BBIH,"['BBIH', 'IXRB', 'AMDH', 'JAIH']",,MAK
1182,NDAH,,,BBIH,"['BBIH', 'NAGH', 'DELH', 'NDAH']",,MAK
1183,PNQH,,,BBIH,"['BBIH', 'NAGH', 'PNQH']",,MAK
1184,VPIH,,,BBIH,"['BBIH', 'NAGH', 'VPIH']",,MAK
1185,SNRH,,,BBIH,"['BBIH', 'NAGH', 'PNQH', 'SNRH']",,MAK
1186,AGRB,,,BBIH,"['BBIH', 'NAGH', 'DELH', 'AGRB']",,MAK
1187,IDRH,,,BBIH,"['BBIH', 'NAGH', 'IDRH']",,MAK
1188,BOMH,,,BBIH,"['BBIH', 'NAGH', 'BOMH']",,MAK
1189,CJBH,,,BBIH,"['BBIH', 'BLRH', 'CJBH']",,MAK
1190,COKB,,,BBIH,"['BBIH', 'BLRH', 'COKB']",,MAK
1191,KNPH,,,BBIH,"['BBIH', 'NAGH', 'IDRH', 'KNPH']",,MAK
1193,HYDH,,,BBIH,"['BBIH', 'VZAH', 'HYDH']",,MAK
1194,SXVF,,,BBIH,"['BBIH', 'BLRH', 'SXVF']",,MAK
1196,MAAH,,,BBIH,"['BBIH', 'MAAH']",,MAK
1197,NAGH,,,BBIH,"['BBIH', 'NAGH']",,MAK
1198,DELH,,,BBIH,"['BBIH', 'NAGH', 'DELH']",,MAK
1199,BGMH,,,BBIH,"['BBIH', 'BLRH', 'BGMH']",,MAK
1200,PNPF,,,BBIH,"['BBIH', 'NAGH', 'DELH', 'AMCH', 'AMCH', 'PNPF']",,MAK
1201,PATH,,,BBIH,"['BBIH', 'IXRB', 'PATH']",,MAK
1203,VZAH,,,BBIH,"['BBIH', 'VZAH']",,MAK
1204,BLRH,,,BBIH,"['BBIH', 'BLRH']",,MAK
1205,CCUH,,,BBIH,"['BBIH', 'CCUH']",,MAK
1206,IXRB,,,BBIH,"['BBIH', 'IXRB']",,MAK
1207,SILB,,,BBIH,"['BBIH', 'CCUH', 'SILB']",,MAK
1210,UDRF,,,PATH,"['PATH', 'DELH', 'JAIH', 'UDRF']",,MAK
1211,AMDH,,,PATH,"['PATH', 'DELH', 'AMDH']",,MAK
1212,VZAH,,,PATH,"['PATH', 'IXRB', 'VZAH']",,MAK
1213,CJBH,,,PATH,"['PATH', 'IXRB', 'BLRH', 'CJBH']",,MAK
1214,IXCB,,,PATH,"['PATH', 'DELH', 'IXCB']",,MAK
1215,COKB,,,PATH,"['PATH', 'IXRB', 'BLRH', 'COKB']",,MAK
1216,RDPF,,,PATH,"['PATH', 'KNPH', 'RDPF']",,MAK
1219,HYDH,,,PATH,"['PATH', 'KNPH', 'HYDH']",,MAK
1220,AMCH,,,PATH,"['PATH', 'DELH', 'AMCH']",,MAK
1221,SXVF,,,PATH,"['PATH', 'IXRB', 'BLRH', 'SXVF']",,MAK
1223,JAIH,,,PATH,"['PATH', 'DELH', 'JAIH']",,MAK
1224,AMCH,,,PATH,"['PATH', 'DELH', 'AMCH', 'AMCH']",,MAK
1225,NAGH,,,PATH,"['PATH', 'KNPH', 'IDRH', 'NAGH']",,MAK
1226,BGMH,,,PATH,"['PATH', 'BOMH', 'BGMH']",,MAK
1227,LUHB,,,PATH,"['PATH', 'DELH', 'LUHB']",,MAK
1228,PNQH,,,PATH,"['PATH', 'KNPH', 'PNQH']",,MAK
1229,VPIH,,,PATH,"['PATH', 'BOMH', 'VPIH']",,MAK
1230,SNRH,,,PATH,"['PATH', 'KNPH', 'SNRH']",,MAK
1232,BLRH,,,PATH,"['PATH', 'IXRB', 'BLRH']",,MAK
1233,BOMH,,,PATH,"['PATH', 'BOMH']",,MAK
1234,CCUH,,,PATH,"['PATH', 'IXRB', 'BBIH', 'CCUH']",,MAK
1236,IDRH,,,PATH,"['PATH', 'KNPH', 'IDRH']",,MAK
1237,MAAH,,,PATH,"['PATH', 'IXRB', 'VZAH', 'MAAH']",,MAK
1238,DELH,,,PATH,"['PATH', 'DELH']",,MAK
1239,NDAH,,,PATH,"['PATH', 'DELH', 'NDAH']",,MAK
1240,HDRB,,,PATH,"['PATH', 'DELH', 'HDRB']",,MAK
1241,BBIH,,,PATH,"['PATH', 'IXRB', 'BBIH']",,MAK
1242,PNPF,,,PATH,"['PATH', 'DELH', 'AMCH', 'AMCH', 'PNPF']",,MAK
1243,AGRB,,,PATH,"['PATH', 'KNPH', 'AGRB']",,MAK
1244,KNPH,,,PATH,"['PATH', 'KNPH']",,MAK
1245,IXRB,,,PATH,"['PATH', 'IXRB']",,MAK
1246,SILB,,,PATH,"['PATH', 'SILB']",,MAK
1248,VZAH,,,PNPF,"['PNPF', 'DELH', 'HYDH', 'VZAH']",,MAK
1249,CJBH,,,PNPF,"['PNPF', 'DELH', 'CJBH']",,MAK
1251,COKB,,,PNPF,"['PNPF', 'DELH', 'CJBH', 'COKB']",,MAK
1252,RDPF,,,PNPF,"['PNPF', 'DELH', 'NDAH', 'RDPF']",,MAK
1255,SXVF,,,PNPF,"['PNPF', 'DELH', 'SXVF']",,MAK
1256,BGMH,,,PNPF,"['PNPF', 'DELH', 'PNQH', 'BGMH']",,MAK
1257,BBIH,,,PNPF,"['PNPF', 'DELH', 'IXRB', 'BBIH']",,MAK
1259,PATH,,,PNPF,"['PNPF', 'DELH', 'PATH']",,MAK
1260,UDRF,,,PNPF,"['PNPF', 'DELH', 'JAIH', 'UDRF']",,MAK
1261,AMDH,,,PNPF,"['PNPF', 'DELH', 'AMDH']",,MAK
1262,BLRH,,,PNPF,"['PNPF', 'DELH', 'BLRH']",,MAK
1263,BOMH,,,PNPF,"['PNPF', 'DELH', 'BOMH']",,MAK
1264,CCUH,,,PNPF,"['PNPF', 'DELH', 'CCUH']",,MAK
1265,IXCB,,,PNPF,"['PNPF', 'AMCH', 'AMCH', 'IXCB']",,MAK
1266,KNPH,,,PNPF,"['PNPF', 'DELH', 'KNPH']",,MAK
1268,HYDH,,,PNPF,"['PNPF', 'DELH', 'HYDH']",,MAK
1269,AGRB,,,IDRH,"['IDRH', 'DELH', 'AGRB']",,MAK
1270,AMCH,,,PNPF,"['PNPF', 'AMCH']",,MAK
1272,JAIH,,,PNPF,"['PNPF', 'DELH', 'JAIH']",,MAK
1273,AMCH,,,PNPF,"['PNPF', 'DELH', 'AMCH', 'AMCH']",,MAK
1274,IXRB,,,PNPF,"['PNPF', 'DELH', 'IXRB']",,MAK
1275,MAAH,,,PNPF,"['PNPF', 'DELH', 'MAAH']",,MAK
1276,NAGH,,,PNPF,"['PNPF', 'DELH', 'NAGH']",,MAK
1277,DELH,,,PNPF,"['PNPF', 'AMCH', 'AMCH', 'DELH']",,MAK
1278,NDAH,,,PNPF,"['PNPF', 'DELH', 'NDAH']",,MAK
1279,LUHB,,,PNPF,"['PNPF', 'AMCH', 'AMCH', 'LUHB']",,MAK
1280,HDRB,,,PNPF,"['PNPF', 'AMCH', 'AMCH', 'HDRB']",,MAK
1281,PNQH,,,PNPF,"['PNPF', 'DELH', 'PNQH']",,MAK
1282,VPIH,,,PNPF,"['PNPF', 'DELH', 'VPIH']",,MAK
1284,AGRB,,,PNPF,"['PNPF', 'DELH', 'AGRB']",,MAK
1285,SILB,,,PNPF,"['PNPF', 'DELH', 'SILB']",,MAK
1287,RDPF,,,PNQH,"['PNQH', 'KNPH', 'RDPF']",,MAK
1288,IXRB,,,PNQH,"['PNQH', 'BOMH', 'IXRB']",,MAK
1289,BBIH,,,PNQH,"['PNQH', 'NAGH', 'BBIH']",,MAK
1290,PATH,,,PNQH,"['PNQH', 'KNPH', 'PATH']",,MAK
1291,UDRF,,,PNQH,"['PNQH', 'AMDH', 'UDRF']",,MAK
1292,VZAH,,,PNQH,"['PNQH', 'HYDH', 'VZAH']",,MAK
1293,CJBH,,,PNQH,"['PNQH', 'CJBH']",,MAK
1295,IXCB,,,PNQH,"['PNQH', 'AMCH', 'AMCH', 'IXCB']",,MAK
1296,COKB,,,PNQH,"['PNQH', 'CJBH', 'COKB']",,MAK
1297,KNPH,,,PNQH,"['PNQH', 'KNPH']",,MAK
1300,AMCH,,,PNQH,"['PNQH', 'AMCH']",,MAK
1301,SXVF,,,PNQH,"['PNQH', 'SXVF']",,MAK
1302,AMCH,,,PNQH,"['PNQH', 'AMCH', 'AMCH']",,MAK
1303,LUHB,,,PNQH,"['PNQH', 'AMCH', 'AMCH', 'LUHB']",,MAK
1304,HDRB,,,PNQH,"['PNQH', 'AMCH', 'AMCH', 'HDRB']",,MAK
1307,AMDH,,,PNQH,"['PNQH', 'AMDH']",,MAK
1308,BLRH,,,PNQH,"['PNQH', 'BLRH']",,MAK
1309,BOMH,,,PNQH,"['PNQH', 'BOMH']",,MAK
1310,CCUH,,,PNQH,"['PNQH', 'CCUH']",,MAK
1312,HYDH,,,PNQH,"['PNQH', 'HYDH']",,MAK
1313,IDRH,,,PNQH,"['PNQH', 'IDRH']",,MAK
1315,JAIH,,,PNQH,"['PNQH', 'BOMH', 'JAIH']",,MAK
1316,MAAH,,,PNQH,"['PNQH', 'MAAH']",,MAK
1317,NAGH,,,PNQH,"['PNQH', 'NAGH']",,MAK
1318,DELH,,,PNQH,"['PNQH', 'DELH']",,MAK
1319,AGRB,,,BGMH,"['BGMH', 'PNQH', 'NDAH', 'AGRB']",,MAK
1320,BGMH,,,PNQH,"['PNQH', 'BGMH']",,MAK
1321,PNPF,,,PNQH,"['PNQH', 'AMCH', 'AMCH', 'PNPF']",,MAK
1322,VPIH,,,PNQH,"['PNQH', 'VPIH']",,MAK
1323,SNRH,,,PNQH,"['PNQH', 'SNRH']",,MAK
1324,SILB,,,PNQH,"['PNQH', 'CCUH', 'SILB']",,MAK
1326,RDPF,,,VPIH,"['VPIH', 'AMDH', 'NDAH', 'RDPF']",,MAK
1327,VZAH,,,VPIH,"['VPIH', 'NAGH', 'HYDH', 'VZAH']",,MAK
1329,IXRB,,,VPIH,"['VPIH', 'BOMH', 'IXRB']",,MAK
1330,BBIH,,,VPIH,"['VPIH', 'NAGH', 'BBIH']",,MAK
1331,AGRB,,,VPIH,"['VPIH', 'DELH', 'AGRB']",,MAK
1332,UDRF,,,VPIH,"['VPIH', 'AMDH', 'UDRF']",,MAK
1333,CJBH,,,VPIH,"['VPIH', 'BLRH', 'CJBH']",,MAK
1334,CCUH,,,VPIH,"['VPIH', 'BOMH', 'CCUH']",,MAK
1336,IXCB,,,VPIH,"['VPIH', 'DELH', 'IXCB']",,MAK
1337,COKB,,,VPIH,"['VPIH', 'BLRH', 'COKB']",,MAK
1338,KNPH,,,VPIH,"['VPIH', 'AMDH', 'NDAH', 'KNPH']",,MAK
1341,HYDH,,,VPIH,"['VPIH', 'NAGH', 'HYDH']",,MAK
1342,IDRH,,,VPIH,"['VPIH', 'NAGH', 'IDRH']",,MAK
1343,AMCH,,,VPIH,"['VPIH', 'DELH', 'AMCH']",,MAK
1344,SXVF,,,VPIH,"['VPIH', 'BLRH', 'SXVF']",,MAK
1345,AMCH,,,VPIH,"['VPIH', 'DELH', 'AMCH', 'AMCH']",,MAK
1346,MAAH,,,VPIH,"['VPIH', 'BLRH', 'MAAH']",,MAK
1347,NAGH,,,VPIH,"['VPIH', 'NAGH']",,MAK
1348,DELH,,,VPIH,"['VPIH', 'DELH']",,MAK
1349,NDAH,,,VPIH,"['VPIH', 'AMDH', 'NDAH']",,MAK
1350,BGMH,,,VPIH,"['VPIH', 'BOMH', 'BGMH']",,MAK
1351,LUHB,,,VPIH,"['VPIH', 'DELH', 'LUHB']",,MAK
1352,HDRB,,,VPIH,"['VPIH', 'DELH', 'HDRB']",,MAK
1353,PNPF,,,VPIH,"['VPIH', 'DELH', 'AMCH', 'AMCH', 'PNPF']",,MAK
1354,SNRH,,,VPIH,"['VPIH', 'PNQH', 'SNRH']",,MAK
1356,PATH,,,VPIH,"['VPIH', 'BOMH', 'PATH']",,MAK
1357,AMDH,,,VPIH,"['VPIH', 'AMDH']",,MAK
1358,BLRH,,,VPIH,"['VPIH', 'BLRH']",,MAK
1359,BOMH,,,VPIH,"['VPIH', 'BOMH']",,MAK
1361,JAIH,,,VPIH,"['VPIH', 'AMDH', 'JAIH']",,MAK
1362,PNQH,,,VPIH,"['VPIH', 'PNQH']",,MAK
1363,SILB,,,VPIH,"['VPIH', 'DELH', 'SILB']",,MAK
1365,IXCB,,,SILB,"['SILB', 'CCUH', 'DELH', 'IXCB']",,MAK
1367,AMCH,,,SILB,"['SILB', 'CCUH', 'DELH', 'AMCH', 'AMCH']",,MAK
1368,LUHB,,,SILB,"['SILB', 'CCUH', 'DELH', 'LUHB']",,MAK
1369,RDPF,,,SILB,"['SILB', 'CCUH', 'KNPH', 'RDPF']",,MAK
1370,HDRB,,,SILB,"['SILB', 'CCUH', 'DELH', 'HDRB']",,MAK
1372,AMCH,,,SILB,"['SILB', 'CCUH', 'DELH', 'AMCH']",,MAK
1374,NAGH,,,SILB,"['SILB', 'CCUH', 'NAGH']",,MAK
1375,UDRF,,,SILB,"['SILB', 'CCUH', 'AMDH', 'UDRF']",,MAK
1376,AMDH,,,SILB,"['SILB', 'CCUH', 'AMDH']",,MAK
1377,CJBH,,,SILB,"['SILB', 'CCUH', 'BLRH', 'CJBH']",,MAK
1379,COKB,,,SILB,"['SILB', 'CCUH', 'BLRH', 'COKB']",,MAK
1381,HYDH,,,SILB,"['SILB', 'CCUH', 'VZAH', 'HYDH']",,MAK
1382,IDRH,,,SILB,"['SILB', 'CCUH', 'NAGH', 'IDRH']",,MAK
1383,SXVF,,,SILB,"['SILB', 'CCUH', 'BLRH', 'SXVF']",,MAK
1384,JAIH,,,SILB,"['SILB', 'CCUH', 'AMDH', 'JAIH']",,MAK
1385,NDAH,,,SILB,"['SILB', 'CCUH', 'NDAH']",,MAK
1386,BGMH,,,SILB,"['SILB', 'CCUH', 'BLRH', 'BGMH']",,MAK
1387,VPIH,,,SILB,"['SILB', 'CCUH', 'BOMH', 'VPIH']",,MAK
1388,SNRH,,,SILB,"['SILB', 'CCUH', 'NAGH', 'PNQH', 'SNRH']",,MAK
1389,AGRB,,,SILB,"['SILB', 'CCUH', 'KNPH', 'AGRB']",,MAK
1390,PATH,,,SILB,"['SILB', 'CCUH', 'IXRB', 'PATH']",,MAK
1391,VZAH,,,SILB,"['SILB', 'CCUH', 'VZAH']",,MAK
1392,BLRH,,,SILB,"['SILB', 'CCUH', 'BLRH']",,MAK
1393,BOMH,,,SILB,"['SILB', 'CCUH', 'BOMH']",,MAK
1394,KNPH,,,SILB,"['SILB', 'CCUH', 'KNPH']",,MAK
1396,IXRB,,,SILB,"['SILB', 'CCUH', 'IXRB']",,MAK
1397,MAAH,,,SILB,"['SILB', 'CCUH', 'MAAH']",,MAK
1398,DELH,,,SILB,"['SILB', 'CCUH', 'DELH']",,MAK
1399,BBIH,,,SILB,"['SILB', 'CCUH', 'BBIH']",,MAK
1400,PNPF,,,SILB,"['SILB', 'CCUH', 'DELH', 'AMCH', 'AMCH', 'PNPF']",,MAK
1401,PNQH,,,SILB,"['SILB', 'CCUH', 'NAGH', 'PNQH']",,MAK
1402,CCUH,,,SILB,"['SILB', 'CCUH']",,MAK
1404,BBIH,,,UDRF,"['UDRF', 'AMDH', 'IXRB', 'BBIH']",,MAK
1406,VZAH,,,UDRF,"['UDRF', 'JAIH', 'BOMH', 'VZAH']",,MAK
1407,CJBH,,,UDRF,"['UDRF', 'JAIH', 'BOMH', 'CJBH']",,MAK
1408,IXCB,,,UDRF,"['UDRF', 'JAIH', 'DELH', 'IXCB']",,MAK
1409,COKB,,,UDRF,"['UDRF', 'JAIH', 'BOMH', 'COKB']",,MAK
1410,RDPF,,,UDRF,"['UDRF', 'JAIH', 'DELH', 'NDAH', 'RDPF']",,MAK
1414,AMCH,,,UDRF,"['UDRF', 'JAIH', 'DELH', 'AMCH']",,MAK
1415,SXVF,,,UDRF,"['UDRF', 'JAIH', 'BOMH', 'SXVF']",,MAK
1416,AMCH,,,UDRF,"['UDRF', 'JAIH', 'DELH', 'AMCH', 'AMCH']",,MAK
1417,NAGH,,,UDRF,"['UDRF', 'JAIH', 'DELH', 'NAGH']",,MAK
1418,BGMH,,,UDRF,"['UDRF', 'JAIH', 'BOMH', 'BGMH']",,MAK
1419,LUHB,,,UDRF,"['UDRF', 'JAIH', 'DELH', 'LUHB']",,MAK
1420,HDRB,,,UDRF,"['UDRF', 'JAIH', 'DELH', 'HDRB']",,MAK
1421,SNRH,,,UDRF,"['UDRF', 'JAIH', 'BOMH', 'SNRH']",,MAK
1423,PATH,,,UDRF,"['UDRF', 'JAIH', 'DELH', 'PATH']",,MAK
1424,BLRH,,,UDRF,"['UDRF', 'JAIH', 'BOMH', 'BLRH']",,MAK
1425,BOMH,,,UDRF,"['UDRF', 'JAIH', 'BOMH']",,MAK
1426,CCUH,,,UDRF,"['UDRF', 'AMDH', 'CCUH']",,MAK
1427,KNPH,,,UDRF,"['UDRF', 'JAIH', 'DELH', 'KNPH']",,MAK
1428,HYDH,,,UDRF,"['UDRF', 'AMDH', 'BOMH', 'HYDH']",,MAK
1429,RDPF,,,NAGH,"['NAGH', 'DELH', 'NDAH', 'RDPF']",,MAK
1431,IXRB,,,UDRF,"['UDRF', 'AMDH', 'IXRB']",,MAK
1432,MAAH,,,UDRF,"['UDRF', 'AMDH', 'BOMH', 'MAAH']",,MAK
1433,PNQH,,,UDRF,"['UDRF', 'AMDH', 'PNQH']",,MAK
1434,VPIH,,,UDRF,"['UDRF', 'AMDH', 'VPIH']",,MAK
1435,AGRB,,,UDRF,"['UDRF', 'JAIH', 'DELH', 'AGRB']",,MAK
1436,AMDH,,,UDRF,"['UDRF', 'AMDH']",,MAK
1437,JAIH,,,UDRF,"['UDRF', 'JAIH']",,MAK
1438,DELH,,,UDRF,"['UDRF', 'JAIH', 'DELH']",,MAK
1439,NDAH,,,UDRF,"['UDRF', 'JAIH', 'DELH', 'NDAH']",,MAK
1440,PNPF,,,UDRF,"['UDRF', 'JAIH', 'DELH', 'AMCH', 'AMCH', 'PNPF']",,MAK
1441,SILB,,,UDRF,"['UDRF', 'AMDH', 'CCUH', 'SILB']",,MAK
1443,RDPF,,,SNRH,"['SNRH', 'KNPH', 'RDPF']",,MAK
1444,UDRF,,,SNRH,"['SNRH', 'BOMH', 'AMDH', 'UDRF']",,MAK
1445,VZAH,,,SNRH,"['SNRH', 'PNQH', 'HYDH', 'VZAH']",,MAK
1446,CJBH,,,SNRH,"['SNRH', 'PNQH', 'CJBH']",,MAK
1447,COKB,,,SNRH,"['SNRH', 'PNQH', 'CJBH', 'COKB']",,MAK
1449,SXVF,,,SNRH,"['SNRH', 'PNQH', 'SXVF']",,MAK
1450,IXRB,,,SNRH,"['SNRH', 'BOMH', 'IXRB']",,MAK
1451,IXCB,,,SNRH,"['SNRH', 'AMCH', 'AMCH', 'IXCB']",,MAK
1453,AMCH,,,SNRH,"['SNRH', 'AMCH']",,MAK
1454,BBIH,,,SNRH,"['SNRH', 'PNQH', 'NAGH', 'BBIH']",,MAK
1455,AMCH,,,SNRH,"['SNRH', 'AMCH', 'AMCH']",,MAK
1456,LUHB,,,SNRH,"['SNRH', 'AMCH', 'AMCH', 'LUHB']",,MAK
1457,DELH,,,SNRH,"['SNRH', 'DELH']",,MAK
1459,PATH,,,SNRH,"['SNRH', 'KNPH', 'PATH']",,MAK
1460,AMDH,,,SNRH,"['SNRH', 'PNQH', 'AMDH']",,MAK
1461,BLRH,,,SNRH,"['SNRH', 'PNQH', 'BLRH']",,MAK
1462,CCUH,,,SNRH,"['SNRH', 'PNQH', 'CCUH']",,MAK
1464,KNPH,,,SNRH,"['SNRH', 'KNPH']",,MAK
1466,HYDH,,,SNRH,"['SNRH', 'PNQH', 'HYDH']",,MAK
1467,JAIH,,,SNRH,"['SNRH', 'BOMH', 'JAIH']",,MAK
1468,MAAH,,,SNRH,"['SNRH', 'PNQH', 'MAAH']",,MAK
1469,NAGH,,,SNRH,"['SNRH', 'PNQH', 'NAGH']",,MAK
1470,BGMH,,,SNRH,"['SNRH', 'PNQH', 'BGMH']",,MAK
1471,VPIH,,,SNRH,"['SNRH', 'BOMH', 'VPIH']",,MAK
1472,AGRB,,,PNQH,"['PNQH', 'KNPH', 'AGRB']",,MAK
1473,BOMH,,,SNRH,"['SNRH', 'BOMH']",,MAK
1474,IDRH,,,SNRH,"['SNRH', 'IDRH']",,MAK
1476,HDRB,,,SNRH,"['SNRH', 'AMCH', 'AMCH', 'HDRB']",,MAK
1477,AGRB,,,SNRH,"['SNRH', 'KNPH', 'AGRB']",,MAK
1478,PNPF,,,SNRH,"['SNRH', 'AMCH', 'AMCH', 'PNPF']",,MAK
1479,PNQH,,,SNRH,"['SNRH', 'PNQH']",,MAK
1480,SILB,,,SNRH,"['SNRH', 'PNQH', 'CCUH', 'SILB']",,MAK
1485,JAIH,,,LUHB,"['LUHB', 'AMCH', 'JAIH']",,MAK
1487,JAIH,,,HDRB,"['HDRB', 'DELH', 'JAIH']",,MAK
1521,VZAH,,,AGRB,"['AGRB', 'HYDH', 'VZAH']",,MAK
1522,CJBH,,,AGRB,"['AGRB', 'HYDH', 'BLRH', 'CJBH']",,MAK
1523,COKB,,,AGRB,"['AGRB', 'MAAH', 'MAAH', 'COKB']",,MAK
1526,IXCB,,,AGRB,"['AGRB', 'KNPH', 'AMCH', 'AMCH', 'IXCB']",,MAK
1528,AMCH,,,AGRB,"['AGRB', 'KNPH', 'AMCH']",,MAK
1529,AMCH,,,AGRB,"['AGRB', 'KNPH', 'AMCH', 'AMCH']",,MAK
1530,LUHB,,,AGRB,"['AGRB', 'KNPH', 'AMCH', 'AMCH', 'LUHB']",,MAK
1531,HDRB,,,AGRB,"['AGRB', 'DELH', 'HDRB']",,MAK
1533,SXVF,,,AGRB,"['AGRB', 'HYDH', 'BLRH', 'SXVF']",,MAK
1534,BGMH,,,AGRB,"['AGRB', 'KNPH', 'PNQH', 'BGMH']",,MAK
1535,BBIH,,,AGRB,"['AGRB', 'KNPH', 'PATH', 'IXRB', 'BBIH']",,MAK
1536,VPIH,,,AGRB,"['AGRB', 'DELH', 'VPIH']",,MAK
1537,UDRF,,,AGRB,"['AGRB', 'DELH', 'JAIH', 'UDRF']",,MAK
1539,AMDH,,,AGRB,"['AGRB', 'DELH', 'AMDH']",,MAK
1540,BLRH,,,AGRB,"['AGRB', 'HYDH', 'BLRH']",,MAK
1541,BOMH,,,AGRB,"['AGRB', 'KNPH', 'BOMH']",,MAK
1542,CCUH,,,AGRB,"['AGRB', 'KNPH', 'CCUH']",,MAK
1543,RDPF,,,AGRB,"['AGRB', 'NDAH', 'RDPF']",,MAK
1544,HYDH,,,AGRB,"['AGRB', 'HYDH']",,MAK
1546,JAIH,,,AGRB,"['AGRB', 'DELH', 'JAIH']",,MAK
1547,IXRB,,,AGRB,"['AGRB', 'KNPH', 'PATH', 'IXRB']",,MAK
1548,MAAH,,,AGRB,"['AGRB', 'MAAH']",,MAK
1549,NAGH,,,AGRB,"['AGRB', 'KNPH', 'IDRH', 'NAGH']",,MAK
1550,PNQH,,,AGRB,"['AGRB', 'KNPH', 'PNQH']",,MAK
1551,SNRH,,,AGRB,"['AGRB', 'KNPH', 'SNRH']",,MAK
1552,PATH,,,AGRB,"['AGRB', 'KNPH', 'PATH']",,MAK
1553,KNPH,,,AGRB,"['AGRB', 'KNPH']",,MAK
1554,IDRH,,,AGRB,"['AGRB', 'KNPH', 'IDRH']",,MAK
1555,DELH,,,AGRB,"['AGRB', 'DELH']",,MAK
1556,NDAH,,,AGRB,"['AGRB', 'NDAH']",,MAK
1557,PNPF,,,AGRB,"['AGRB', 'DELH', 'AMCH', 'AMCH', 'PNPF']",,MAK
1558,SILB,,,AGRB,"['AGRB', 'KNPH', 'PATH', 'SILB']",,MAK
1605,UDRF,,,IXCB,"['IXCB', 'AMCH', 'JAIH', 'UDRF']",,MAK
1613,UDRF,,,AMCH,"['AMCH', 'JAIH', 'UDRF']",,MAK
1617,UDRF,,,AMCH,"['AMCH', 'JAIH', 'UDRF']",,MAK
1626,UDRF,,,LUHB,"['LUHB', 'AMCH', 'JAIH', 'UDRF']",,MAK
1627,UDRF,,,HDRB,"['HDRB', 'DELH', 'JAIH', 'UDRF']",,MAK
